date,shift,hour,hourtime,trucks,truck_class,digger,digger_class,pit,material_type,std_material_tonnage,std_material_volume,actual_tonnage_payload,distance_empty_meter,distance_loaded_meter,traveling_time_seconds,waiting_time_seconds,spotting_time_seconds,loading_time_seconds,hauling_time_seconds,queued_time_seconds,backing_time_seconds,tipping_time_seconds,shovel_hang_time_seconds
6/25/2020,Day,9,9:40 AM,RD0022,CAT785,EX007,H2500,Pit-A,Waste,163,64.5,171.1,2798,2798,321,8,2,188,584,2,34,33,77
6/25/2020,Day,9,9:40 AM,RD0014,CAT785,EX003,H3600,Pit-A,Waste,163,64.5,149,2800,3164,304,3,13,107,515,0,27,43,115
6/25/2020,Day,9,9:40 AM,RD0027,CAT785,EX005,H3600,Pit-A,Waste,163,64.5,144.7,3126,2835,313,23,21,111,472,5,24,28,0
6/25/2020,Day,9,9:40 AM,RD0017,CAT785,EX004,H3600,Pit-A,Waste,163,64.5,170,2373,2373,286,6,14,128,519,4,31,28,33
6/25/2020,Day,9,9:40 AM,RD0058,CAT785,EX009,H3600,Pit-B,Waste,163,64.5,154.9,2789,2772,274,41,15,100,509,1,31,27,0
6/25/2020,Day,9,9:40 AM,RD0060,CAT785,EX012,H3600,Pit-A,Waste,163,64.5,163.5,2789,2789,329,158,21,104,565,1,24,27,0
6/25/2020,Day,8,8:40 AM,RD0084,CAT789,EX010,H5500,Pit-C,Waste,205,81,227.4,3913,3705,848,0,0,123,793,1,29,23,0
6/25/2020,Day,9,9:40 AM,RD0005,CAT785,EX003,H3600,Pit-A,Waste,163,64.5,165.3,2800,3164,242,157,13,88,519,0,29,34,0
6/25/2020,Day,9,9:40 AM,RD0010,CAT785,EX012,H3600,Pit-A,Waste,163,64.5,158.4,2789,2789,343,98,15,102,541,2,32,41,0
6/25/2020,Day,9,9:40 AM,RD0052,CAT785,EX004,H3600,Pit-A,Waste,163,64.5,164.8,2417,2507,267,74,13,113,555,0,27,32,0
6/25/2020,Day,9,9:40 AM,RD0075,CAT789,EX015,H5500,Pit-C,Waste,205,81,189.5,1267,1267,221,152,15,104,163,5,31,34,128
6/25/2020,Day,9,9:40 AM,RD0068,CAT777D-WASTE,EX016,H2500,Pit-C,Waste,115,45,110.041,1303,1303,225,84,15,141,389,1,0,28,0
6/25/2020,Day,9,9:40 AM,RD0029,CAT785,EX008,H3600,Pit-B,Waste,163,64.5,156.9,1412,1412,152,185,15,108,272,5,31,34,0
6/25/2020,Day,9,9:40 AM,RD0002,CAT785,EX002,H3600,Pit-D,Waste,163,64.5,152.3,1346,1346,215,95,17,104,188,1,36,28,0
6/25/2020,Day,9,9:40 AM,RD0078,CAT777D-WASTE,EX016,H2500,Pit-C,Waste,115,45,117.677,1303,1112,266,152,1,140,315,0,11,32,0
6/25/2020,Day,9,9:40 AM,RD0045,CAT789,EX010,H5500,Pit-C,Waste,205,81,181.9,1285,3705,459,195,19,124,697,1,30,32,0
6/25/2020,Day,9,9:40 AM,RD0064,CAT785,EX013,H2500,Pit-C,Waste,163,64.5,150.2,1334,1143,252,171,49,156,279,13,0,36,0
6/25/2020,Day,9,9:40 AM,RD0059,CAT785,EX011,H2500,Pit-B,Waste,163,64.5,147.8,2579,2579,307,5,30,267,579,0,37,25,0
6/25/2020,Day,9,9:40 AM,RD0038,CAT785,EX009,H3600,Pit-B,Waste,163,64.5,145,2772,2772,322,2,42,78,530,0,26,24,19
6/25/2020,Day,9,9:40 AM,RD0009,CAT785,EX012,H3600,Pit-A,Waste,163,64.5,152.6,2789,2789,326,45,27,104,593,0,34,31,86
6/25/2020,Day,9,9:40 AM,RD0023,CAT785,EX008,H3600,Pit-B,Waste,163,64.5,173.7,1412,1412,136,195,33,106,280,2,36,32,0
6/25/2020,Day,9,9:40 AM,RD0048,CAT785,EX008,H3600,Pit-B,Waste,163,64.5,160.7,1412,1412,141,150,30,107,280,4,34,30,0
6/25/2020,Day,9,9:40 AM,RD0042,CAT785,EX008,H3600,Pit-B,Waste,163,64.5,152.4,1412,1412,133,200,13,102,288,2,38,30,0
6/25/2020,Day,9,9:40 AM,RD0054,CAT785,EX011,H2500,Pit-B,Waste,163,64.5,138.9,2388,2388,236,6,16,243,486,0,23,33,0
6/25/2020,Day,9,9:40 AM,RD0025,CAT785,EX002,H3600,Pit-D,Waste,163,64.5,161.5,1346,1346,189,72,26,158,193,3,25,34,0
6/25/2020,Day,9,9:40 AM,RD0063,CAT789,EX010,H5500,Pit-C,Waste,205,81,219.5,1493,3705,616,5,12,114,712,4,29,33,0
6/25/2020,Day,9,9:40 AM,RD0085,CAT785,EX013,H2500,Pit-C,Waste,163,64.5,150.8,1334,1306,246,2,1,148,487,0,1,38,100
6/25/2020,Day,9,9:40 AM,RD0065,CAT785,EX004,H3600,Pit-A,Waste,163,64.5,166,2373,2373,282,4,8,114,568,4,24,26,0
6/25/2020,Day,9,9:40 AM,RD0010,CAT785,EX004,H3600,Pit-A,Waste,163,64.5,161.1,2373,2373,257,272,16,113,504,1,29,36,0
6/25/2020,Day,9,9:40 AM,RD0039,CAT785,EX006,H2500,Pit-A,Waste,163,64.5,163.8,2254,2254,287,30,17,325,500,23,34,46,88
6/25/2020,Day,9,9:40 AM,RD0041,CAT785,EX003,H3600,Pit-A,Waste,163,64.5,149.7,2800,3164,248,363,17,99,496,0,22,28,0
6/25/2020,Day,9,9:40 AM,RD0042,CAT785,EX008,H3600,Pit-B,Waste,163,64.5,157.5,1412,1607,139,238,19,105,303,4,26,28,0
6/25/2020,Day,9,9:40 AM,RD0051,CAT785,EX007,H2500,Pit-A,Waste,163,64.5,167.8,2798,2798,315,3,20,193,631,0,41,21,206
6/25/2020,Day,9,9:40 AM,RD0034,CAT785,EX002,H3600,Pit-D,Waste,163,64.5,160.8,1346,1346,179,47,20,146,205,5,37,25,0
6/25/2020,Day,10,10:40 AM,RD0017,CAT785,EX001,H3600,Pit-A,Waste,163,64.5,156.1,2525,2659,299,5,13,106,551,0,28,32,136
6/25/2020,Day,9,9:40 AM,RD0049,CAT785,EX011,H2500,Pit-B,Waste,163,64.5,150.4,2466,2388,366,6,0,182,501,7,18,36,27
6/25/2020,Day,9,9:40 AM,RD0002,CAT785,EX002,H3600,Pit-D,Waste,163,64.5,150.4,1346,1346,195,131,21,122,202,5,26,30,0
6/25/2020,Day,9,9:40 AM,RD0083,CAT789,EX015,H5500,Pit-C,Waste,205,81,217.2,1267,1267,199,59,15,89,230,5,37,32,0
6/25/2020,Day,9,9:40 AM,RD0008,CAT785,EX012,H3600,Pit-A,Waste,163,64.5,154.4,2789,2789,332,104,48,63,580,4,27,28,0
6/25/2020,Day,9,9:40 AM,RD0018,CAT785,EX003,H3600,Pit-A,Waste,163,64.5,151.1,2800,2800,287,184,17,99,421,1,28,37,0
6/25/2020,Day,9,9:40 AM,RD0053,CAT785,EX014,H3600,Pit-B,Waste,163,64.5,112.3,2746,2100,264,118,1,106,406,2,20,37,6
6/25/2020,Day,9,9:40 AM,RD0081,CAT785,EX009,H3600,Pit-B,Waste,163,64.5,149,2772,2772,372,3,51,68,602,4,33,22,48
6/25/2020,Day,9,9:40 AM,RD0003,CAT785,EX003,H3600,Pit-A,Waste,163,64.5,165.5,2800,2800,277,153,14,95,477,7,19,30,0
6/25/2020,Day,9,9:40 AM,RD0016,CAT785,EX003,H3600,Pit-A,Waste,163,64.5,156.6,2800,3164,317,175,14,101,535,0,26,46,0
6/25/2020,Day,9,9:40 AM,RD0071,CAT789,EX017,H3600,Pit-B,Waste,205,81,193,2305,2305,254,2,10,144,449,1,32,34,46
6/25/2020,Day,9,9:40 AM,RD0007,CAT785,EX005,H3600,Pit-A,Waste,163,64.5,150.4,3126,3199,333,35,14,94,617,0,32,35,0
6/25/2020,Day,9,9:40 AM,RD0011,CAT785,EX005,H3600,Pit-A,Waste,163,64.5,163.3,3199,3199,343,2,11,131,553,0,31,51,120
6/25/2020,Day,9,9:40 AM,RD0027,CAT785,EX005,H3600,Pit-A,Waste,163,64.5,139.6,3089,2835,287,72,11,106,469,3,24,34,0
6/25/2020,Day,9,9:40 AM,RD0056,CAT789,EX017,H3600,Pit-B,Waste,205,81,176.6,2285,2305,250,3,7,136,447,5,31,47,210
6/25/2020,Day,9,9:40 AM,RD0080,CAT785,EX011,H2500,Pit-B,Waste,163,64.5,144.4,2466,2388,689,2,0,222,500,2,29,36,119
6/25/2020,Day,9,9:40 AM,RD0061,CAT789,EX015,H5500,Pit-C,Waste,205,81,201.1,1260,1267,221,110,13,96,226,3,31,42,0
6/25/2020,Day,9,9:40 AM,RD0021,CAT785,EX007,H2500,Pit-A,Waste,163,64.5,166.1,2798,2798,287,226,37,192,606,5,25,26,0
6/25/2020,Day,9,9:40 AM,RD0048,CAT785,EX008,H3600,Pit-B,Waste,163,64.5,168.8,1412,1607,150,205,15,108,319,5,26,33,0
6/25/2020,Day,9,9:40 AM,RD0015,CAT785,EX004,H3600,Pit-A,Waste,163,64.5,152,2397,2373,239,88,1,99,476,3,25,26,0
6/25/2020,Day,9,9:40 AM,RD0013,CAT785,EX005,H3600,Pit-A,Waste,163,64.5,138.6,3126,2835,276,4,11,99,535,1,29,24,54
6/25/2020,Day,9,9:40 AM,RD0006,CAT785,EX003,H3600,Pit-A,Waste,163,64.5,153.9,2800,2800,233,20,13,100,422,0,30,28,0
6/25/2020,Day,9,9:40 AM,RD0020,CAT785,EX012,H3600,Pit-A,Waste,163,64.5,151.8,2836,2789,335,119,15,108,589,4,29,37,0
6/25/2020,Day,8,8:40 AM,RD0088,CAT 777E,EX018,H2500,Coal_Stockpile,Coal,107,79.26,99.6,7768,12004,850,206,18,133,1814,265,245,2,0
6/25/2020,Day,9,9:40 AM,RD0068,CAT777D-WASTE,EX016,H2500,Pit-C,Waste,115,45,108.586,1022,1530,200,1,11,129,428,2,0,18,42
6/25/2020,Day,9,9:40 AM,RD0064,CAT785,EX013,H2500,Pit-C,Waste,163,64.5,154,1143,1561,259,42,17,214,371,1,1,33,0
6/25/2020,Day,9,9:40 AM,RD0004,CAT785,EX012,H3600,Pit-A,Waste,163,64.5,153.1,2923,2789,333,2,15,98,562,4,30,34,220
6/25/2020,Day,9,9:40 AM,RD0094,CAT789,EX015,H5500,Pit-C,Waste,205,81,213.1,1267,1267,207,72,15,94,193,5,34,38,0
6/25/2020,Day,9,9:40 AM,RD0116,CAT777D-COAL,EX022,R984,Pit-C,Coal,107,79.26,106.5,23842,11646,2543,5,2,523,1834,5,28,45,0
6/25/2020,Day,9,9:40 AM,RD0083,CAT789,EX015,H5500,Pit-C,Waste,205,81,222.7,1267,1267,212,64,15,121,214,1,38,30,0
6/25/2020,Day,9,9:40 AM,RD0045,CAT789,EX010,H5500,Pit-C,Waste,205,81,216.9,3705,3705,523,200,25,116,694,4,28,29,0
6/25/2020,Day,9,9:40 AM,RD0085,CAT785,EX013,H2500,Pit-C,Waste,163,64.5,156.8,1177,1561,257,3,1,137,397,2,0,41,83
6/25/2020,Day,9,9:40 AM,RD0038,CAT785,EX011,H2500,Pit-B,Waste,163,64.5,144.9,2388,2388,321,1,53,141,532,3,29,34,48
6/25/2020,Day,9,9:40 AM,RD0030,CAT785,EX003,H3600,Pit-A,Waste,163,64.5,155.8,2864,2800,278,85,17,99,449,1,36,34,27
6/25/2020,Day,9,9:40 AM,RD0035,CAT785,EX008,H3600,Pit-B,Waste,163,64.5,156.8,1325,1477,173,242,15,102,213,0,191,24,0
6/25/2020,Day,9,9:40 AM,RD0001,CAT785,EX001,H3600,Pit-A,Waste,163,64.5,161.7,2544,2682,312,4,7,144,525,1,36,34,76
6/25/2020,Day,9,9:40 AM,RD0073,CAT789,EX010,H5500,Pit-C,Waste,205,81,201.9,434,3705,459,203,11,120,705,4,32,30,0
6/25/2020,Day,9,9:40 AM,RD0052,CAT785,EX007,H2500,Pit-A,Waste,163,64.5,152.4,2932,2786,353,3,36,192,584,3,35,30,171
6/25/2020,Day,9,9:40 AM,RD0066,CAT785,EX013,H2500,Pit-C,Waste,163,64.5,165.4,1575,1561,327,3,46,175,421,0,0,28,85
6/25/2020,Day,9,9:40 AM,RD0029,CAT785,EX008,H3600,Pit-B,Waste,163,64.5,166.7,1412,1412,150,286,15,106,285,0,29,30,0
6/25/2020,Day,9,9:40 AM,RD0037,CAT789,EX010,H5500,Pit-C,Waste,205,81,212.1,3041,3705,459,192,16,131,718,5,28,37,0
6/25/2020,Day,9,9:40 AM,RD0084,CAT789,EX010,H5500,Pit-C,Waste,205,81,209,3705,3705,391,196,14,144,709,2,23,28,0
6/25/2020,Day,9,9:40 AM,RD0069,CAT789,EX017,H3600,Pit-B,Waste,205,81,192.2,2305,2305,237,1,12,134,458,3,32,24,20
6/25/2020,Day,9,9:40 AM,RD0012,CAT785,EX012,H3600,Pit-A,Waste,163,64.5,154.2,2789,2789,335,146,53,81,565,1,29,34,0
6/25/2020,Day,9,9:40 AM,RD0117,CAT777D-COAL,EX021,R984,Pit-B,Coal,107,79.26,82.7682,8787,8958,1134,5,4,518,1244,7,7,30,11
6/25/2020,Day,9,9:40 AM,RD0034,CAT785,EX002,H3600,Pit-D,Waste,163,64.5,137.1,1346,1346,180,133,15,108,206,5,41,28,0
6/25/2020,Day,9,9:40 AM,RD0015,CAT785,EX004,H3600,Pit-A,Waste,163,64.5,163,2373,2373,266,213,16,95,503,4,27,31,0
6/25/2020,Day,9,9:40 AM,RD0074,CAT789,EX017,H3600,Pit-B,Waste,205,81,202.1,2305,2305,215,2,11,155,475,4,33,32,29
6/25/2020,Day,9,9:40 AM,RD0009,CAT785,EX004,H3600,Pit-A,Waste,163,64.5,157.8,2373,2373,403,13,11,124,481,4,29,31,0
6/25/2020,Day,9,9:40 AM,RD0016,CAT785,EX005,H3600,Pit-A,Waste,163,64.5,157,3199,3199,340,3,13,127,540,0,33,45,76
6/25/2020,Day,9,9:40 AM,RD0022,CAT785,EX012,H3600,Pit-A,Waste,163,64.5,141.5,2789,2789,330,268,56,119,558,2,28,40,0
6/25/2020,Day,9,9:40 AM,RD0003,CAT785,EX003,H3600,Pit-A,Waste,163,64.5,151.8,2800,2800,276,0,20,77,416,6,29,33,58
6/25/2020,Day,9,9:40 AM,RD0048,CAT785,EX008,H3600,Pit-B,Waste,163,64.5,166.1,1607,1607,176,130,26,107,322,5,28,38,0
6/25/2020,Day,9,9:40 AM,RD0005,CAT785,EX005,H3600,Pit-A,Waste,163,64.5,153.1,3199,3199,333,2,11,99,536,0,30,22,37
6/25/2020,Day,9,9:40 AM,RD0118,CAT777D-COAL,EX025,H1200,Pit-B,Coal,107,79.26,113.768,8765,8765,918,6,9,686,1208,10,11,46,68
6/25/2020,Day,9,9:40 AM,RD0002,CAT785,EX002,H3600,Pit-D,Waste,163,64.5,146.8,1346,1346,200,59,15,99,183,3,33,26,0
6/25/2020,Day,9,9:40 AM,RD0013,CAT785,EX003,H3600,Pit-A,Waste,163,64.5,160.2,2778,2800,265,31,17,99,423,0,28,26,0
6/25/2020,Day,9,9:40 AM,RD0025,CAT785,EX002,H3600,Pit-D,Waste,163,64.5,147.5,1346,1346,204,67,18,121,197,4,27,34,0
6/25/2020,Day,9,9:40 AM,RD0093,CAT785,EX001,H3600,Pit-A,Waste,163,64.5,143.9,2548,2548,966,15,13,116,532,4,28,27,0
6/25/2020,Day,9,9:40 AM,RD0059,CAT785,EX009,H3600,Pit-B,Waste,163,64.5,143.2,2789,2772,431,4,9,115,551,2,28,26,129
6/25/2020,Day,9,9:40 AM,RD0046,CAT789,EX010,H5500,Pit-C,Waste,205,81,216.9,3705,3705,497,94,14,75,733,4,28,29,0
6/25/2020,Day,9,9:40 AM,RD0019,CAT785,EX004,H3600,Pit-A,Waste,163,64.5,159.5,2373,2373,232,33,11,120,526,3,23,42,6
6/25/2020,Day,9,9:40 AM,RD0078,CAT777D-WASTE,EX016,H2500,Pit-C,Waste,115,45,96.95,1112,1544,274,2,0,122,405,1,1,18,158
6/25/2020,Day,9,9:40 AM,RD0017,CAT785,EX007,H2500,Pit-A,Waste,163,64.5,170.6,2798,2798,339,29,28,190,668,6,30,24,0
6/25/2020,Day,9,9:40 AM,RD0024,CAT785,EX009,H3600,Pit-B,Waste,163,64.5,158.4,2772,2772,309,84,13,110,553,3,30,26,0
6/25/2020,Day,9,9:40 AM,RD0036,CAT785,EX009,H3600,Pit-B,Waste,163,64.5,151.3,2789,2772,497,32,15,87,569,3,30,22,26
6/25/2020,Day,9,9:40 AM,RD0060,CAT785,EX012,H3600,Pit-A,Waste,163,64.5,154.7,2789,2789,335,121,59,104,504,3,23,26,0
6/25/2020,Day,9,9:40 AM,RD0050,CAT785,EX014,H3600,Pit-B,Waste,163,64.5,163,2852,2100,270,125,6,149,518,5,26,43,0
6/25/2020,Day,9,9:40 AM,RD0043,CAT785,EX004,H3600,Pit-A,Waste,163,64.5,144.2,2373,2373,269,89,12,99,485,2,23,29,141
6/25/2020,Day,9,9:40 AM,RD0075,CAT789,EX015,H5500,Pit-C,Waste,205,81,199.5,1260,1267,221,13,15,102,179,1,34,33,161
6/25/2020,Day,9,9:40 AM,RD0061,CAT789,EX015,H5500,Pit-C,Waste,205,81,209.4,1267,1267,203,59,15,116,184,6,25,38,0
6/25/2020,Day,13,1:40 PM,RD0014,CAT785,EX005,H3600,Pit-A,Waste,163,64.5,151.7,3642,2882,667,7,13,98,515,2,27,36,0
6/25/2020,Day,9,9:40 AM,RD0066,CAT785,EX013,H2500,Pit-C,Waste,163,64.5,159.4,1409,1561,307,3,15,177,477,1,0,18,122
6/25/2020,Day,9,9:40 AM,RD0094,CAT789,EX015,H5500,Pit-C,Waste,205,81,216.7,1267,1267,178,2,21,101,184,4,30,48,20
6/25/2020,Day,9,9:40 AM,RD0056,CAT789,EX017,H3600,Pit-B,Waste,205,81,200.4,2305,2305,270,5,11,137,504,0,30,38,234
6/25/2020,Day,9,9:40 AM,RD0064,CAT785,EX013,H2500,Pit-C,Waste,163,64.5,155.4,1409,1561,227,111,50,146,472,1,0,29,0
6/25/2020,Day,9,9:40 AM,RD0049,CAT785,EX009,H3600,Pit-B,Waste,163,64.5,153.7,2772,2772,306,37,44,69,575,3,28,48,0
6/25/2020,Day,9,9:40 AM,RD0047,CAT789,EX010,H5500,Pit-C,Waste,205,81,206.7,3705,3705,498,34,0,73,711,4,30,28,129
6/25/2020,Day,9,9:40 AM,RD0007,CAT785,EX005,H3600,Pit-A,Waste,163,64.5,151.5,3199,3199,335,33,14,96,509,0,31,32,52
6/25/2020,Day,9,9:40 AM,RD0093,CAT785,EX001,H3600,Pit-A,Waste,163,64.5,153.6,2548,2682,326,4,8,112,511,0,30,21,68
6/25/2020,Day,9,9:40 AM,RD0089,CAT785,EX003,H3600,Pit-A,Waste,163,64.5,149.9,2800,2800,278,177,19,105,488,3,27,38,0
6/25/2020,Day,9,9:40 AM,RD0053,CAT785,EX014,H3600,Pit-B,Waste,163,64.5,132.4,2459,2100,239,213,18,138,454,1,23,40,0
6/25/2020,Day,9,9:40 AM,RD0023,CAT785,EX008,H3600,Pit-B,Waste,163,64.5,165.9,1607,1607,235,7,26,111,344,4,25,30,20
6/25/2020,Day,9,9:40 AM,RD0029,CAT785,EX008,H3600,Pit-B,Waste,163,64.5,156.1,1412,1607,175,114,12,108,318,4,26,22,0
6/25/2020,Day,9,9:40 AM,RD0119,CAT785,EX012,H3600,Pit-A,Waste,163,64.5,144.7,2923,2789,335,1,0,77,566,4,25,37,119
6/25/2020,Day,9,9:40 AM,RD0078,CAT777D-WASTE,EX016,H2500,Pit-C,Waste,115,45,96.6773,1544,1427,252,1,0,105,404,3,0,17,71
6/25/2020,Day,9,9:40 AM,RD0008,CAT785,EX007,H2500,Pit-A,Waste,163,64.5,147.9,2786,2920,393,2,0,190,642,4,30,27,160
6/25/2020,Day,9,9:40 AM,RD0068,CAT777D-WASTE,EX016,H2500,Pit-C,Waste,115,45,107.405,1378,1530,251,2,10,121,391,0,0,23,287
6/25/2020,Day,9,9:40 AM,RD0011,CAT785,EX012,H3600,Pit-A,Waste,163,64.5,162.3,2923,2789,335,6,14,145,553,5,25,33,45
6/25/2020,Day,9,9:40 AM,RD0061,CAT789,EX015,H5500,Pit-C,Waste,205,81,204.1,1260,1267,182,127,13,105,215,4,30,46,0
6/25/2020,Day,9,9:40 AM,RD0094,CAT789,EX015,H5500,Pit-C,Waste,205,81,227.7,1267,1267,248,178,15,103,224,3,32,38,0
6/25/2020,Day,9,9:40 AM,RD0060,CAT785,EX001,H3600,Pit-A,Waste,163,64.5,151.1,2548,2682,282,1,0,67,495,0,27,22,0
6/25/2020,Day,9,9:40 AM,RD0065,CAT785,EX006,H2500,Pit-A,Waste,163,64.5,156.4,2164,2254,264,0,11,285,462,3,26,28,309
6/25/2020,Day,9,9:40 AM,RD0004,CAT785,EX004,H3600,Pit-A,Waste,163,64.5,156.3,2373,2373,278,4,10,123,495,1,35,34,46
6/25/2020,Day,9,9:40 AM,RD0010,CAT785,EX004,H3600,Pit-A,Waste,163,64.5,163.2,2373,2507,269,236,2,119,508,0,30,36,0
6/25/2020,Day,9,9:40 AM,RD0112,CAT 777E,EX022,R984,Pit-C,Coal,107,79.26,95.6,24679,14264,3836,69,0,515,1743,3,11,227,336
6/25/2020,Day,9,9:40 AM,RD0031,CAT789,EX010,H5500,Pit-C,Waste,205,81,198.7,3705,3705,514,142,14,106,696,3,25,20,0
6/25/2020,Day,9,9:40 AM,RD0033,CAT785,EX014,H3600,Pit-B,Waste,163,64.5,159.8,2852,2100,265,289,18,125,603,3,31,34,0
6/25/2020,Day,9,9:40 AM,RD0080,CAT785,EX009,H3600,Pit-B,Waste,163,64.5,149.8,2772,2772,428,5,29,105,559,3,23,46,135
6/25/2020,Day,9,9:40 AM,RD0027,CAT785,EX003,H3600,Pit-A,Waste,163,64.5,149.3,2800,2800,280,112,17,103,443,3,28,33,0
6/25/2020,Day,9,9:40 AM,RD0067,CAT785,EX010,H5500,Pit-C,Waste,163,64.5,145.5,3705,3705,637,5,16,88,672,4,28,30,94
6/25/2020,Day,9,9:40 AM,RD0075,CAT789,EX015,H5500,Pit-C,Waste,205,81,220,1267,1267,219,95,20,111,205,3,31,35,0
6/25/2020,Day,9,9:40 AM,RD0006,CAT785,EX005,H3600,Pit-A,Waste,163,64.5,151.1,3091,3126,362,36,0,98,506,0,28,37,4
6/25/2020,Day,9,9:40 AM,RD0043,CAT785,EX001,H3600,Pit-A,Waste,163,64.5,158.9,2548,2682,318,18,0,75,532,0,34,37,63
6/25/2020,Day,9,9:40 AM,RD0021,CAT785,EX004,H3600,Pit-A,Waste,163,64.5,168.4,2373,2507,263,11,12,137,502,0,28,33,40
6/25/2020,Day,9,9:40 AM,RD0018,CAT785,EX003,H3600,Pit-A,Waste,163,64.5,147.8,2864,2800,281,5,17,106,420,4,25,40,104
6/25/2020,Day,9,9:40 AM,RD0042,CAT785,EX008,H3600,Pit-B,Waste,163,64.5,149.7,1607,1607,192,144,12,111,309,3,26,35,0
6/25/2020,Day,11,11:40 AM,RD0067,CAT785,EX010,H5500,Pit-C,Waste,163,64.5,148.5,3705,3692,571,155,12,87,718,0,28,21,0
6/25/2020,Day,9,9:40 AM,RD0054,CAT785,EX011,H2500,Pit-B,Waste,163,64.5,149.9,2388,2388,384,1,1,140,531,17,24,40,394
6/25/2020,Day,9,9:40 AM,RD0032,CAT785,EX005,H3600,Pit-A,Waste,163,64.5,152.5,3089,2835,302,7,8,106,503,7,26,38,95
6/25/2020,Day,9,9:40 AM,RD0061,CAT789,EX015,H5500,Pit-C,Waste,205,81,205.7,1267,1267,231,133,12,90,207,1,38,41,0
6/25/2020,Day,9,9:40 AM,RD0099,CAT777D-COAL,EX025,H1200,Pit-B,Coal,107,79.26,104.95,8765,8765,942,49,10,1000,1308,6,7,25,0
6/25/2020,Day,9,9:40 AM,RD0083,CAT789,EX015,H5500,Pit-C,Waste,205,81,219.1,1260,1267,221,5,11,107,208,3,33,29,60
6/25/2020,Day,9,9:40 AM,RD0052,CAT785,EX012,H3600,Pit-A,Waste,163,64.5,172.6,2789,2789,340,40,10,146,583,1,30,38,0
6/25/2020,Day,9,9:40 AM,RD0073,CAT789,EX010,H5500,Pit-C,Waste,205,81,213.4,3705,3705,442,61,14,71,732,2,34,29,0
6/25/2020,Day,9,9:40 AM,RD0022,CAT785,EX004,H3600,Pit-A,Waste,163,64.5,166.2,2373,2373,282,2,15,129,544,0,34,39,6
6/25/2020,Day,9,9:40 AM,RD0075,CAT789,EX015,H5500,Pit-C,Waste,205,81,189.3,1267,1267,195,4,15,101,182,5,31,34,19
6/25/2020,Day,9,9:40 AM,RD0023,CAT785,EX008,H3600,Pit-B,Waste,163,64.5,160.8,1425,1412,148,121,44,107,264,6,35,28,0
6/25/2020,Day,9,9:40 AM,RD0038,CAT785,EX009,H3600,Pit-B,Waste,163,64.5,156.6,2772,2642,452,4,40,100,493,1,198,22,301
6/25/2020,Day,9,9:40 AM,RD0011,CAT785,EX006,H2500,Pit-A,Waste,163,64.5,165.6,2120,2108,248,3,16,184,477,0,26,36,132
6/25/2020,Day,9,9:40 AM,RD0014,CAT785,EX005,H3600,Pit-A,Waste,163,64.5,156,2835,3126,329,41,20,121,559,0,24,38,0
6/25/2020,Day,9,9:40 AM,RD0003,CAT785,EX003,H3600,Pit-A,Waste,163,64.5,143.6,2800,3091,258,89,15,108,449,10,7,46,0
6/25/2020,Day,9,9:40 AM,RD0084,CAT789,EX010,H5500,Pit-C,Waste,205,81,190.6,3705,3705,507,7,10,105,678,4,23,28,24
6/25/2020,Day,9,9:40 AM,RD0041,CAT785,EX003,H3600,Pit-A,Waste,163,64.5,156.4,2800,2800,252,141,19,110,450,1,25,30,0
6/25/2020,Day,14,2:40 PM,RD0003,CAT785,EX005,H3600,Pit-A,Waste,163,64.5,153,2882,2033,292,87,19,123,324,0,83,31,0
6/25/2020,Day,9,9:40 AM,RD0042,CAT785,EX008,H3600,Pit-B,Waste,163,64.5,154.3,1425,1412,148,36,22,111,287,1,35,28,0
6/25/2020,Day,9,9:40 AM,RD0017,CAT785,EX006,H2500,Pit-A,Waste,163,64.5,157.8,2164,2254,294,9,11,201,470,3,32,24,0
6/25/2020,Day,9,9:40 AM,RD0016,CAT785,EX003,H3600,Pit-A,Waste,163,64.5,152.6,2864,2800,304,3,13,99,446,6,24,42,22
6/25/2020,Day,10,10:40 AM,RD0048,CAT785,EX008,H3600,Pit-B,Waste,163,64.5,149.8,1406,1412,153,190,17,107,267,3,35,34,0
6/25/2020,Day,9,9:40 AM,RD0071,CAT789,EX017,H3600,Pit-B,Waste,205,81,179.9,2305,2305,250,1,12,137,476,1,36,46,282
6/25/2020,Day,9,9:40 AM,RD0037,CAT789,EX010,H5500,Pit-C,Waste,205,81,194.6,3705,3705,440,2,16,116,705,3,31,34,77
6/25/2020,Day,9,9:40 AM,RD0031,CAT789,EX010,H5500,Pit-C,Waste,205,81,213.5,3705,1285,495,85,16,109,195,0,22,38,0
6/25/2020,Day,9,9:40 AM,RD0062,CAT785,EX014,H3600,Pit-B,Waste,163,64.5,160.5,3032,2100,239,1,0,158,520,4,26,30,95
6/25/2020,Day,9,9:40 AM,RD0098,CAT777D-COAL,EX021,R984,Pit-B,Coal,107,79.26,107,21573,8958,2583,91,1,506,1236,42,10,80,0
6/25/2020,Day,9,9:40 AM,RD0009,CAT785,EX012,H3600,Pit-A,Waste,163,64.5,154.8,2789,2789,340,5,76,104,544,1,27,28,31
6/25/2020,Day,9,9:40 AM,RD0120,CAT777D-COAL,EX022,R984,Pit-C,Coal,107,79.26,104.95,25118,12512,1703,51,7,643,1585,3,1,22,0
6/25/2020,Day,8,8:40 AM,RD0113,CAT777D-COAL,EX024,R984,Pit-A,Coal,107,79.26,107,15840,22489,835,1,0,304,2898,972,14,358,277
